R0,vaccine_failure,coverage,phi,SU,SV,IU,IV,RU,RV,fV,incidence_U,incidence_V
15,0.03,0.76,0.11,467506.735751837,59349.6274368192,661.586191090284,57.7372038879327,1931831.67805707,7540592.63535929,0.0802659892490792,241.56165802184,21.0812965695814
15,0.03,0.76,0.12,457780.126432039,59593.6284899329,664.916081286367,57.6536704891478,1941554.95748667,7540348.71783958,0.0797897647216478,242.777484179685,21.0507964373501
15,0.03,0.76,0.13,448442.637705678,59852.6084711264,668.112756718077,57.5650090845053,1950889.2495376,7540089.82651979,0.0793258548039429,243.944670296688,21.01842394198
15,0.03,0.76,0.14,439471.847848637,60126.1903976337,671.183893224276,57.4713487156745,1959856.96825814,7539816.33825365,0.0788731699269252,245.066019013514,20.9842261998106
15,0.03,0.76,0.15,430846.982710432,60414.051806418,674.136602971721,57.3727997920558,1968478.8806866,7539528.57539379,0.078430707213456,246.14412716005,20.9482435240744
15,0.03,0.76,0.16,422548.771758705,60715.9199456649,676.977483096011,57.2694556810281,1976774.2507582,7539226.81059865,0.0779975409586535,247.181403515431,20.9105100055354
15,0.03,0.76,0.17,414559.318334712,61031.5676015199,679.712660664741,57.1613941835072,1984760.96900462,7538911.2710043,0.0775728142515196,248.180085225213,20.8710540512531
15,0.03,0.76,0.18,406861.982625205,61360.8094782997,682.347832085453,57.0486787175593,1992455.66954271,7538582.14184298,0.0771557315784494,249.142252190201,20.8298988167489
15,0.03,0.76,0.19,399441.275982995,61703.4990600718,684.888299943814,56.9313594487896,1999873.83571706,7538239.56958048,0.0767455522753394,250.069840516985,20.7870626187393
15,0.03,0.76,0.2,392282.765405164,62059.5258944233,687.339005340254,56.80947418903,2007029.8955895,7537883.66463139,0.0763415847129933,250.96465432486,20.7425592632696
15,0.03,0.76,0.21,385372.9870815,62428.8132459445,689.704557608652,56.6830492099428,2013937.30836089,7537514.50370484,0.0759431811194573,251.828376596859,20.6963983427804
15,0.03,0.76,0.22,378699.368062444,62811.3160760462,691.989261145323,56.5520999360641,2020608.64267641,7537132.13182402,0.0755497329557924,252.662578975686,20.6485854891554
15,0.03,0.76,0.23,372250.155224458,63207.0193140937,694.19713964631,56.4166315291574,2027055.6476359,7536736.56405438,0.0751606667711525,253.468730613359,20.5991225870836
15,0.03,0.76,0.24,366014.350746467,63615.9363855697,696.331957937458,56.2766393716998,2033289.3172956,7536327.78697506,0.0747754404785019,254.248206141915,20.5480079505919
15,0.03,0.76,0.25,359981.653452253,64038.1079725493,698.397242947051,56.1321095636198,2039319.9493048,7535905.75991789,0.0743935399952859,255.002293331042,20.4952365044167
15,0.03,0.76,0.26,354142.405425083,64473.6009837374,700.396300758424,55.983019175367,2045157.19827416,7535470.41599709,0.0740144762025849,255.73219931442,20.4407998764059
15,0.03,0.76,0.27,348487.543351328,64922.5077139832,702.332234376084,55.829336625421,2050810.1244143,7535021.66294939,0.0736377821836477,256.439057076568,20.3846865353568
15,0.03,0.76,0.28,343008.554133527,65384.9451779091,704.207958142968,55.6710218458706,2056287.23790833,7534559.38380024,0.0732630107055841,257.123930716951,20.3268818514735
15,0.03,0.76,0.29,337697.434353241,65861.0546043547,706.026212150635,55.5080264976068,2061596.53943461,7534083.43736915,0.0728897319129551,257.787820711501,20.2673681749387
15,0.03,0.76,0.3,332546.653198158,66351.0010795069,707.789574394264,55.3402940503621,2066745.55722745,7533593.65862644,0.0725175312075701,258.431668350706,20.2061248651385
15,0.03,0.76,0.31,327549.118528488,66854.9733304983,709.500472971359,55.1677599027179,2071741.38099854,7533089.8589096,0.0721460072891543,259.056360193668,20.1431283344799
15,0.03,0.76,0.32,322698.145784848,67373.1836421855,711.161196244515,54.9903513723466,2076590.69301891,7532571.82600644,0.0717747703354458,259.662731778778,20.078352044828
15,0.03,0.76,0.33,317987.429451813,67905.8679001733,712.773902989435,54.8079877119233,2081299.7966452,7532039.32411211,0.0714034403050388,260.251571329017,20.011766513316
15,0.03,0.76,0.34,313411.016877975,68453.2857590398,714.340631004192,54.6205800220597,2085874.64249102,7531492.09366094,0.071031645340294,260.823622895406,19.9433392805546
15,0.03,0.76,0.35,308963.284175749,69015.7209283299,715.86330560581,54.4280311743448,2090320.85251865,7530929.8510405,0.0706590202634966,261.379589459321,19.8730348825327
15,0.03,0.76,0.36,304638.914062369,69593.4815790938,717.343747306803,54.2302356783534,2094643.74219032,7530352.28818523,0.0702852051446072,261.920135735397,19.8008148020588
