R0,vaccine_failure,coverage,assortativity,SU,SV,IU,IV,RU,RV,fV,incidence_U,incidence_V
4,0.03,0.03,0.9,2432226.39485675,6834.85863375196,2488.11149553342,0.741232929731269,7265285.49364771,293164.400133319,0.000297821129090661,908.47170980664,0.27064267346813
4,0.03,0.03,0.98,2426452.29486613,8447.42771452128,2490.08823238595,0.189172291970645,7271057.61690149,291552.383113187,7.59643450224822e-05,909.19346584992,0.0690715331057818
4,0.03,0.04,0,2496878.90055979,3121.09862569979,2431.74296883189,3.03967871103982,7100689.35647138,396875.861695589,0.00124843945068663,887.890151494744,1.10986268936842
4,0.03,0.04,0.266673269157703,2470479.0320524,3851.80005550358,2440.78088506196,2.78952411506844,7127080.18706254,396145.410420381,0.00114157713835139,891.190120658248,1.01852499251437
4,0.03,0.04,0.392305325416338,2458214.67599093,4335.35112095972,2444.9795954703,2.62398115676682,7139340.3444136,395662.024897884,0.00107206133453311,892.723174796094,0.958081119864484
4,0.03,0.04,0.598779134946017,2438276.60130775,5480.81623199427,2451.80534799538,2.23183286181985,7159271.59334426,394516.951935144,0.000909453564611546,895.215427686812,0.814897973671972
4,0.03,0.04,0.9,2409546.04494017,9135.8248064446,2461.64118315601,0.980546103644085,7187992.31387667,390863.194647452,0.000398171628226016,898.80673699984,0.358021896093047
4,0.03,0.04,0.98,2401916.85912943,11270.3452104472,2464.25303848581,0.249796220111608,7195618.88783208,388729.404993333,0.000101357651772154,899.760390677131,0.0912068448682509
4,0.03,0.05,0,2496058.85476832,3941.14556016005,2397.78881682095,3.78598234234835,7001543.35641486,496055.068457498,0.00157645822385685,875.492641741748,1.38235680274994
4,0.03,0.05,0.266673269157703,2462829.75040846,4856.20116679808,2409.16477605256,3.47271445472109,7034761.08481549,495140.326118747,0.00143938509966158,879.646288856192,1.26797486528004
4,0.03,0.05,0.392305325416338,2447454.22815444,5461.35141339438,2414.42851020122,3.26554209513875,7050131.34333536,494535.38304451,0.00135068458808388,881.56820978722,1.19233105748754
4,0.03,0.05,0.598779134946017,2422541.05975435,6893.43614762836,2422.95752783923,2.77527006304486,7075035.98271781,493103.788582309,0.00114409553494303,884.6823673523,1.01332048176926
4,0.03,0.05,0.9,2386820.88505634,11448.2694865909,2435.18628343062,1.21592965533138,7110743.92866023,488550.514583754,0.000499067702697282,889.147391737604,0.443966315402869
4,0.03,0.05,0.98,2377371.64427827,14096.8286136366,2438.42118318793,0.309199360087925,7120189.93453854,485902.862187003,0.000126787020943606,890.328534511494,0.112896416352104
4,0.03,0.06,0,2495221.91587896,4778.08451976822,2363.84050866186,4.52650310169289,6902414.24361236,595217.38897713,0.00191123380760245,863.097265725162,1.65273944500562
4,0.03,0.06,0.266673269157703,2455068.12745711,5877.99593698869,2377.58709281213,4.14995005422466,6942554.28545008,594117.854112957,0.00174240479932676,868.116487263028,1.51525051354878
4,0.03,0.06,0.392305325416338,2436563.57025962,6604.94845950877,2383.92211444656,3.90107896200246,6961052.50762593,593391.150461529,0.00163373861715187,870.429562037301,1.42438145600115
4,0.03,0.06,0.598779134946017,2406680.71604206,8323.59918984478,2394.15243598287,3.31270139824166,6990925.13152195,591673.088108757,0.00138175164534835,874.164908188247,1.20955009803298
4,0.03,0.06,0.9,2364050.77859806,13772.2770705476,2408.74672161414,1.447354638651,7033540.47468033,586226.275574814,0.00060051373161669,879.493646729362,0.528465362437447
4,0.03,0.06,0.98,2352816.64397138,16926.88504512,2412.59274368278,0.367379290923608,7044770.76328493,583072.747575589,0.000152252533071642,880.897925537174,0.134139363598482
4,0.03,0.07,0,2494367.5578384,5632.44287253835,2329.89814091239,5.26106031818928,6803302.54402069,694362.296067144,0.00225297714837464,850.704058700636,1.92094464867886
4,0.03,0.07,0.266673269157703,2447191.67510662,6917.61304278664,2346.04870248465,4.82108415727805,6850462.27619089,693077.565873056,0.00205076613969533,856.601032494706,1.76029835292615
4,0.03,0.07,0.392305325416338,2425540.32013585,7766.52537074185,2353.46102602411,4.53046031722853,6872106.21883813,692228.944168941,0.00192132174499832,859.307457127054,1.65418432332807
4,0.03,0.07,0.598779134946017,2390694.0586309,9771.60441810713,2365.39059844862,3.84402450382607,6906940.55077065,690224.551557389,0.00162247523592062,863.663242258552,1.40354944695949
4,0.03,0.07,0.9,2341235.57855442,16107.9328181,2382.3226160645,1.67479190069799,6956382.09882952,683890.392389999,0.000702514144982846,869.845545190552,0.611508392742355
4,0.03,0.07,0.98,2328251.85456674,19760.5216201635,2386.76760761157,0.424333557137233,6969361.37782564,680239.05404628,0.000177754268443739,871.468522729176,0.154934790049732
4,0.03,0.08,0,2493495.22840752,6504.77016106298,2295.96193556829,5.98946591887357,6704208.80965692,793489.240373018,0.0026019080659149,838.313101724372,2.18690374362871
4,0.03,0.08,0.266673269157703,2439197.83023319,7975.49450240025,2314.55055937565,5.48596560527629,6758487.61920743,792019.019531994,0.00236460311991053,845.100272992036,2.00306319162651
4,0.03,0.08,0.392305325416338,2414382.04362319,8946.47561044432,2323.04619810661,5.15355164750447,6783294.9101787,791048.370837908,0.002213535006199,848.202243083676,1.88169054529507
4,0.03,0.08,0.598779134946017,2374579.55806347,11237.7572427973,2336.67253035367,4.36913481334338,6823083.76940618,788757.87362239,0.00186632082561917,853.177557645385,1.595280348722
4,0.03,0.08,0.9,2318375.14892699,18455.3228765805,2355.91405855244,1.89821198684891,6879268.93701446,781542.778911433,0.000805073419358678,860.203120628959,0.693084651698209
4,0.03,0.08,0.98,2303677.26484309,22597.7454962026,2360.94580825356,0.480059715848841,6893961.78934866,777401.774444081,0.000203292308414342,862.04033823858,0.175281803749308
4,0.03,0.09,0,2492604.36027156,7395.63931069529,2262.03207408933,6.7115237363083,6605133.60765436,892597.649165568,0.00295825572477234,825.924461051868,2.45054510421957
4,0.03,0.09,0.266673269157703,2431083.96054772,9052.09618343064,2283.09347793462,6.14443815163632,6666632.94597435,890941.759378418,0.00268405398515372,833.614506130879,2.24348798011621
4,0.03,0.09,0.392305325416338,2403086.23668657,10145.2032824714,2292.67842604824,5.77021448709309,6694621.08488738,889849.026503042,0.00251048223803214,837.114210310865,2.10684956459986
4,0.03,0.09,0.598779134946017,2358335.65552062,12722.3695680842,2307.99871536458,4.88792544449613,6739356.34576401,887272.742506471,0.00211334414676989,842.708030947491,1.78470377792165
4,0.03,0.09,0.9,2295469.34029057,20814.53427684,2329.52094396468,2.11758498455059,6802201.13876546,879183.348138175,0.000908196085396177,850.566334665103,0.773183217484035
4,0.03,0.09,0.98,2279092.87112972,25438.5638178632,2335.12734646056,0.534555310418749,6818572.00152382,874560.901626826,0.000228866733671269,852.613372376414,0.195179507716646
4,0.03,0.1,0,2491694.35171727,8305.6478390575,2228.10875808886,7.42702919362941,6506077.53952465,991686.925131749,0.00332225913621256,813.538210297196,2.71179403432394
