R0,vaccine_failure,coverage,phi,SU,SV,IU,IV,RU,RV,fV,incidence_U,incidence_V
15,0.03,0.886,0.85,87534.9889334209,196605.122790895,360.309829190885,23.68876316613,1052104.70123739,8663371.18844594,0.0616897135500588,131.558126383322,8.64935965103323
15,0.03,0.886,0.86,86662.7683057682,199634.869224532,360.608432623837,22.6515339862334,1052976.62326161,8660342.47924148,0.0591022698942077,131.667153961779,8.27064134672348
15,0.03,0.886,0.87,85807.2883057657,202801.012561077,360.901304927845,21.5676095296281,1053831.81038931,8657177.41982939,0.0563904900878583,131.774088961779,7.87487342950544
15,0.03,0.886,0.88,84968.046015721,206115.23657482,361.18861827603,20.4329898732874,1054670.765366,8653864.33043531,0.0535425390935741,131.878994248035,7.46059542748408
15,0.03,0.886,0.89,84144.5556074745,209590.873089331,361.470538990937,19.2431108872627,1055493.97385353,8650389.88379978,0.0505448409675332,131.981930549066,7.0261408627118
15,0.03,0.886,0.9,83336.3471682742,213243.238400511,361.747227946502,17.9927290600152,1056301.90560378,8646738.76887043,0.0473817114265549,132.082956603966,6.56959519803804
15,0.03,0.886,0.91,82542.9655017917,217090.062913855,362.018840978504,16.6757744128698,1057095.01565723,8642893.26131173,0.0440348865157105,132.182129312276,6.08874213249909
15,0.03,0.886,0.92,81763.9688761747,221152.047524892,362.285529313192,15.2851600237134,1057873.74559451,8638832.66731509,0.0404829094402359,132.279503890479,5.58099405365834
15,0.03,0.886,0.93,80998.9276805589,225453.595510059,362.547440027201,13.8125314648821,1058638.52487941,8634532.59195848,0.036700320201753,132.375134039932,5.04330055111508
15,0.03,0.886,0.94,80247.4229352117,230023.792509951,362.804716557622,12.2479313058255,1059389.77234823,8629963.95955874,0.0326565653531525,132.469072133102,4.47202591803955
15,0.03,0.886,0.95,79509.0445746294,234897.745515472,363.057499289764,10.579340710422,1060127.89792608,8625091.67514382,0.0283145010818975,132.561369428175,3.86278177689284
15,0.03,0.886,0.96,78783.3893805284,240118.455505673,363.305926264808,8.79203833787813,1060853.30469321,8619872.75245599,0.0236282892524445,132.652076327438,3.21019299811775
15,0.03,0.886,0.97,78070.0583696389,245739.508474417,363.550134074083,6.86767905909768,1061566.39149629,8614253.62384652,0.0185403585238177,132.741242703799,2.50756131645304
15,0.03,0.886,0.98,77368.6533134197,251829.068425227,363.790259050536,4.78292692797773,1062267.55642753,8608166.14864784,0.0129768716497368,132.828918335827,1.74636619457787
15,0.03,0.886,0.99,76678.7718281944,258476.034320066,364.026438949617,2.50734727206266,1062957.20173286,8601521.45833267,0.0068406989104852,132.915153521479,0.915495172711878
15,0.03,0.916,0,502332.233255097,164334.402022025,115.601842507537,37.8183170488943,337552.164902396,8995627.77966095,0.246501614639398,42.2091227455643,13.8084130124775
15,0.03,0.916,0.01,470286.497719707,159580.789392951,126.570923267961,39.4451423728797,369586.931357024,9000379.76546468,0.237598344597656,46.2142083582144,14.4024076088977
15,0.03,0.916,0.02,441250.630484526,155678.982132063,136.511195968407,40.7808863773796,398612.858319506,9004280.23698156,0.230020911468802,49.8436504279644,14.8901211385407
15,0.03,0.916,0.03,415016.857780175,152467.236945629,145.492258800415,41.8804140537962,424837.649961024,9007490.88264032,0.223513991746182,53.1228609945014,15.2915861813923
15,0.03,0.916,0.04,391325.484882774,149815.537242711,153.603064357306,42.7882480293287,448520.912052868,9010141.67450927,0.217872407436698,56.0843188734613,15.6230590617086
15,0.03,0.916,0.05,369907.634482948,147620.904977049,160.935420263411,43.5395734715328,469931.430096788,9012335.55544947,0.212933487250633,58.7615453236779,15.8973867637934
15,0.03,0.916,0.06,350506.877461757,145802.074420271,167.577234287738,44.1622458093169,489325.545303955,9014153.76333391,0.208568783625398,61.1866376693103,16.1247400011269
15,0.03,0.916,0.07,332889.068768767,144294.831863472,173.608674630598,44.6782506073995,506937.322556602,9015660.48988592,0.204676714185639,63.388867324497,16.3131462530267
15,0.03,0.916,0.08,316845.523485172,143048.207601984,179.101156371128,45.1050300306674,522975.375358457,9016906.68736799,0.201176563209704,65.3943097200081,16.4689740899474
